Item,date_time,period_day,weekday_weekend
Alfajores,02-11-2016 10:53,morning,weekday
Coffee,02-11-2016 10:56,morning,weekday
Pastry,02-11-2016 10:56,morning,weekday
Bread,02-11-2016 10:59,morning,weekday
Alfajores,02-11-2016 10:59,morning,weekday
Bread,02-11-2016 11:00,morning,weekday
Coffee,02-11-2016 11:03,morning,weekday
Cookies,02-11-2016 11:03,morning,weekday
Coffee,02-11-2016 11:04,morning,weekday
Cookies,02-11-2016 11:15,morning,weekday
Hearty & Seasonal,02-11-2016 11:29,morning,weekday
Coffee,02-11-2016 11:35,morning,weekday
Jam,02-11-2016 11:39,morning,weekday
Tartine,02-11-2016 11:39,morning,weekday
Bread,02-11-2016 11:39,morning,weekday
Farm House,02-11-2016 11:58,morning,weekday
Scandinavian,02-11-2016 11:58,morning,weekday
Hearty & Seasonal,02-11-2016 12:06,afternoon,weekday
Coffee,02-11-2016 12:06,afternoon,weekday
Muffin,02-11-2016 12:06,afternoon,weekday
Scandinavian,02-11-2016 12:06,afternoon,weekday
Tartine,02-11-2016 12:11,afternoon,weekday
Pick and Mix Bowls,02-11-2016 12:11,afternoon,weekday
Coffee,02-11-2016 12:11,afternoon,weekday
Coke,02-11-2016 12:11,afternoon,weekday
Bread,02-11-2016 12:14,afternoon,weekday
Scandinavian,02-11-2016 12:18,afternoon,weekday
Farm House,02-11-2016 12:18,afternoon,weekday
Alfajores,02-11-2016 12:18,afternoon,weekday
Coffee,02-11-2016 12:18,afternoon,weekday
Coffee,02-11-2016 12:18,afternoon,weekday
Juice,02-11-2016 12:24,afternoon,weekday
Mineral water,02-11-2016 12:24,afternoon,weekday
Soup,02-11-2016 12:24,afternoon,weekday
Soup,02-11-2016 12:27,afternoon,weekday
Tea,02-11-2016 12:27,afternoon,weekday
Juice,02-11-2016 12:30,afternoon,weekday
Tea,02-11-2016 12:30,afternoon,weekday
Cookies,02-11-2016 12:30,afternoon,weekday
Soup,02-11-2016 12:30,afternoon,weekday
Hearty & Seasonal,02-11-2016 12:33,afternoon,weekday
Tea,02-11-2016 12:33,afternoon,weekday
Fudge,02-11-2016 12:35,afternoon,weekday
Coffee,02-11-2016 12:39,afternoon,weekday
Mineral water,02-11-2016 12:39,afternoon,weekday
Juice,02-11-2016 12:39,afternoon,weekday
Soup,02-11-2016 12:39,afternoon,weekday
Hearty & Seasonal,02-11-2016 12:52,afternoon,weekday
Hearty & Seasonal,02-11-2016 12:54,afternoon,weekday
Smoothies,02-11-2016 12:54,afternoon,weekday
Hearty & Seasonal,02-11-2016 12:56,afternoon,weekday
Tea,02-11-2016 12:56,afternoon,weekday
Coffee,02-11-2016 13:02,afternoon,weekday
Sandwich,02-11-2016 13:02,afternoon,weekday
Sandwich,02-11-2016 13:02,afternoon,weekday
Cookies,02-11-2016 13:09,afternoon,weekday
Farm House,02-11-2016 13:09,afternoon,weekday
Soup,02-11-2016 13:11,afternoon,weekday
Tea,02-11-2016 13:11,afternoon,weekday
Juice,02-11-2016 13:11,afternoon,weekday
Soup,02-11-2016 13:12,afternoon,weekday
Coffee,02-11-2016 13:16,afternoon,weekday
Bread,02-11-2016 13:23,afternoon,weekday
Cookies,02-11-2016 13:42,afternoon,weekday
Tea,02-11-2016 13:42,afternoon,weekday
Soup,02-11-2016 13:46,afternoon,weekday
Hearty & Seasonal,02-11-2016 13:46,afternoon,weekday
Bread,02-11-2016 13:46,afternoon,weekday
Coffee,02-11-2016 13:50,afternoon,weekday
Coffee,02-11-2016 13:58,afternoon,weekday
Coffee,02-11-2016 14:00,afternoon,weekday
Tea,02-11-2016 14:00,afternoon,weekday
Bread,02-11-2016 14:01,afternoon,weekday
Tea,02-11-2016 14:05,afternoon,weekday
Coffee,02-11-2016 14:11,afternoon,weekday
Tea,02-11-2016 14:11,afternoon,weekday
Coffee,02-11-2016 14:11,afternoon,weekday
Fudge,02-11-2016 14:34,afternoon,weekday
Tea,02-11-2016 15:03,afternoon,weekday
Soup,02-11-2016 15:25,afternoon,weekday
Tea,02-11-2016 15:25,afternoon,weekday
Juice,02-11-2016 15:33,afternoon,weekday
Alfajores,02-11-2016 15:46,afternoon,weekday
Bread,02-11-2016 15:57,afternoon,weekday
Coffee,02-11-2016 16:25,afternoon,weekday
Alfajores,02-11-2016 16:25,afternoon,weekday
Juice,02-11-2016 16:54,afternoon,weekday
Alfajores,02-11-2016 16:54,afternoon,weekday
Cookies,02-11-2016 16:54,afternoon,weekday
Pick and Mix Bowls,02-11-2016 16:54,afternoon,weekday
Mineral water,02-11-2016 16:54,afternoon,weekday
Coffee,02-11-2016 17:01,evening,weekday
Alfajores,02-11-2016 17:01,evening,weekday
Fudge,02-11-2016 17:41,evening,weekday
Mighty Protein,02-11-2016 18:08,evening,weekday
Juice,02-11-2016 18:08,evening,weekday
Coffee,02-11-2016 18:13,evening,weekday
Mineral water,02-11-2016 18:13,evening,weekday
Alfajores,02-11-2016 18:13,evening,weekday
Mighty Protein,02-11-2016 18:19,evening,weekday
Coffee,02-11-2016 18:19,evening,weekday
Alfajores,02-11-2016 18:40,evening,weekday
Coffee,03-11-2016 07:46,morning,weekday
Bread,03-11-2016 07:46,morning,weekday
Medialuna,03-11-2016 07:50,morning,weekday
Medialuna,03-11-2016 07:50,morning,weekday
Medialuna,03-11-2016 08:01,morning,weekday
Bread,03-11-2016 08:01,morning,weekday
Farm House,03-11-2016 08:07,morning,weekday
Coffee,03-11-2016 08:08,morning,weekday
Pastry,03-11-2016 08:08,morning,weekday
Farm House,03-11-2016 08:09,morning,weekday
Coffee,03-11-2016 08:15,morning,weekday
Coffee,03-11-2016 08:15,morning,weekday
Pastry,03-11-2016 08:15,morning,weekday
Pastry,03-11-2016 08:15,morning,weekday
Coffee,03-11-2016 08:15,morning,weekday
Medialuna,03-11-2016 08:40,morning,weekday
Bread,03-11-2016 08:49,morning,weekday
Tea,03-11-2016 08:49,morning,weekday
Sandwich,03-11-2016 08:49,morning,weekday
Bread,03-11-2016 08:54,morning,weekday
Jam,03-11-2016 09:00,morning,weekday
Coffee,03-11-2016 09:00,morning,weekday
Farm House,03-11-2016 09:00,morning,weekday
Focaccia,03-11-2016 09:02,morning,weekday
Bread,03-11-2016 09:06,morning,weekday
Tartine,03-11-2016 09:08,morning,weekday
Pastry,03-11-2016 09:08,morning,weekday
Bread,03-11-2016 09:08,morning,weekday
My-5 Fruit Shoot,03-11-2016 09:08,morning,weekday
Farm House,03-11-2016 09:13,morning,weekday
Pastry,03-11-2016 09:13,morning,weekday
Bread,03-11-2016 09:19,morning,weekday
Pastry,03-11-2016 09:19,morning,weekday
Pastry,03-11-2016 09:24,morning,weekday
Bread,03-11-2016 09:24,morning,weekday
Jam,03-11-2016 09:31,morning,weekday
Coffee,03-11-2016 09:31,morning,weekday
Farm House,03-11-2016 09:34,morning,weekday
Bread,03-11-2016 09:34,morning,weekday
Pastry,03-11-2016 09:34,morning,weekday
Coffee,03-11-2016 09:44,morning,weekday
Tea,03-11-2016 09:44,morning,weekday
Bread,03-11-2016 09:44,morning,weekday
Jam,03-11-2016 09:45,morning,weekday
Pastry,03-11-2016 09:57,morning,weekday
Medialuna,03-11-2016 09:57,morning,weekday
Medialuna,03-11-2016 09:57,morning,weekday
Coffee,03-11-2016 09:59,morning,weekday
Tea,03-11-2016 10:01,morning,weekday
Bread,03-11-2016 10:04,morning,weekday
Bread,03-11-2016 10:10,morning,weekday
Pastry,03-11-2016 10:10,morning,weekday
Pastry,03-11-2016 10:13,morning,weekday
Farm House,03-11-2016 10:26,morning,weekday
Tea,03-11-2016 10:27,morning,weekday
Coffee,03-11-2016 10:39,morning,weekday
Brownie,03-11-2016 10:39,morning,weekday
Alfajores,03-11-2016 10:39,morning,weekday
Fudge,03-11-2016 10:39,morning,weekday
Bread,03-11-2016 10:48,morning,weekday
Fudge,03-11-2016 10:48,morning,weekday
Cookies,03-11-2016 10:48,morning,weekday
Coffee,03-11-2016 11:03,morning,weekday
Bread,03-11-2016 11:05,morning,weekday
Coffee,03-11-2016 11:15,morning,weekday
Coffee,03-11-2016 11:15,morning,weekday
Jam,03-11-2016 11:15,morning,weekday
Pastry,03-11-2016 11:15,morning,weekday
Soup,03-11-2016 11:20,morning,weekday
Coffee,03-11-2016 11:20,morning,weekday
Smoothies,03-11-2016 11:23,morning,weekday
Soup,03-11-2016 11:23,morning,weekday
Hearty & Seasonal,03-11-2016 11:23,morning,weekday
Pastry,03-11-2016 11:23,morning,weekday
Pastry,03-11-2016 11:31,morning,weekday
Bread,03-11-2016 11:31,morning,weekday
Pastry,03-11-2016 11:47,morning,weekday
Medialuna,03-11-2016 11:47,morning,weekday
Tea,03-11-2016 11:51,morning,weekday
Coffee,03-11-2016 11:51,morning,weekday
Bread,03-11-2016 11:53,morning,weekday
Cookies,03-11-2016 11:53,morning,weekday
Coffee,03-11-2016 12:01,afternoon,weekday
Coffee,03-11-2016 12:01,afternoon,weekday
Bread,03-11-2016 12:01,afternoon,weekday
Hearty & Seasonal,03-11-2016 12:01,afternoon,weekday
Pick and Mix Bowls,03-11-2016 12:01,afternoon,weekday
Sandwich,03-11-2016 12:01,afternoon,weekday
Focaccia,03-11-2016 12:01,afternoon,weekday
Coffee,03-11-2016 12:02,afternoon,weekday
Coffee,03-11-2016 12:05,afternoon,weekday
Sandwich,03-11-2016 12:05,afternoon,weekday
Brownie,03-11-2016 12:05,afternoon,weekday
Brownie,03-11-2016 12:07,afternoon,weekday
Cookies,03-11-2016 12:07,afternoon,weekday
Coffee,03-11-2016 12:12,afternoon,weekday
Coffee,03-11-2016 12:16,afternoon,weekday
Sandwich,03-11-2016 12:23,afternoon,weekday
Bread,03-11-2016 12:23,afternoon,weekday
Coffee,03-11-2016 12:23,afternoon,weekday
Coffee,03-11-2016 12:37,afternoon,weekday
Hot chocolate,03-11-2016 12:37,afternoon,weekday
Tea,03-11-2016 12:47,afternoon,weekday
Sandwich,03-11-2016 13:02,afternoon,weekday
Coffee,03-11-2016 13:02,afternoon,weekday
Brownie,03-11-2016 13:02,afternoon,weekday
Brownie,03-11-2016 13:19,afternoon,weekday
Pastry,03-11-2016 13:19,afternoon,weekday
Focaccia,03-11-2016 13:19,afternoon,weekday
Farm House,03-11-2016 13:19,afternoon,weekday
Cake,03-11-2016 13:30,afternoon,weekday
Focaccia,03-11-2016 13:30,afternoon,weekday
Soup,03-11-2016 13:35,afternoon,weekday
Hearty & Seasonal,03-11-2016 13:35,afternoon,weekday
Mineral water,03-11-2016 13:35,afternoon,weekday
Hearty & Seasonal,03-11-2016 13:36,afternoon,weekday
Hearty & Seasonal,03-11-2016 13:37,afternoon,weekday
Coffee,03-11-2016 13:41,afternoon,weekday
Coffee,03-11-2016 13:41,afternoon,weekday
Pastry,03-11-2016 13:41,afternoon,weekday
Coffee,03-11-2016 14:00,afternoon,weekday
Tea,03-11-2016 14:03,afternoon,weekday
Cake,03-11-2016 14:03,afternoon,weekday
Coffee,03-11-2016 14:09,afternoon,weekday
Soup,03-11-2016 14:09,afternoon,weekday
Bread,03-11-2016 14:14,afternoon,weekday
Focaccia,03-11-2016 14:14,afternoon,weekday
Fudge,03-11-2016 14:14,afternoon,weekday
Hot chocolate,03-11-2016 14:16,afternoon,weekday
Coffee,03-11-2016 14:16,afternoon,weekday
Alfajores,03-11-2016 14:16,afternoon,weekday
Brownie,03-11-2016 14:26,afternoon,weekday
Pastry,03-11-2016 14:26,afternoon,weekday
Cake,03-11-2016 14:26,afternoon,weekday
Medialuna,03-11-2016 14:40,afternoon,weekday
Alfajores,03-11-2016 14:40,afternoon,weekday
Dulce de Leche,03-11-2016 14:40,afternoon,weekday
Dulce de Leche,03-11-2016 14:41,afternoon,weekday
Alfajores,03-11-2016 14:41,afternoon,weekday
Bread,03-11-2016 14:48,afternoon,weekday
Cake,03-11-2016 14:48,afternoon,weekday
Cake,03-11-2016 14:51,afternoon,weekday
Coffee,03-11-2016 14:51,afternoon,weekday
Bread,03-11-2016 15:00,afternoon,weekday
Sandwich,03-11-2016 15:01,afternoon,weekday
Bread,03-11-2016 15:06,afternoon,weekday
Coffee,03-11-2016 15:06,afternoon,weekday
Alfajores,03-11-2016 15:06,afternoon,weekday
Medialuna,03-11-2016 15:06,afternoon,weekday
Coffee,03-11-2016 15:19,afternoon,weekday
Bread,03-11-2016 15:23,afternoon,weekday
Alfajores,03-11-2016 15:23,afternoon,weekday
Tea,03-11-2016 15:27,afternoon,weekday
Coffee,03-11-2016 15:27,afternoon,weekday
Bread,03-11-2016 15:33,afternoon,weekday
Dulce de Leche,03-11-2016 15:33,afternoon,weekday
Farm House,03-11-2016 15:40,afternoon,weekday
Fudge,03-11-2016 15:41,afternoon,weekday
Coffee,03-11-2016 15:42,afternoon,weekday
Coffee,03-11-2016 15:55,afternoon,weekday
Alfajores,03-11-2016 15:55,afternoon,weekday
Juice,03-11-2016 15:55,afternoon,weekday
Ella's Kitchen Pouches,03-11-2016 15:55,afternoon,weekday
Brownie,03-11-2016 15:55,afternoon,weekday
Alfajores,03-11-2016 15:59,afternoon,weekday
Alfajores,03-11-2016 16:06,afternoon,weekday
Brownie,03-11-2016 16:06,afternoon,weekday
Cookies,03-11-2016 16:06,afternoon,weekday
Bread,03-11-2016 16:06,afternoon,weekday
Juice,03-11-2016 16:06,afternoon,weekday
Cake,03-11-2016 16:10,afternoon,weekday
Cookies,03-11-2016 16:10,afternoon,weekday
Pick and Mix Bowls,03-11-2016 16:17,afternoon,weekday
Coffee,03-11-2016 16:28,afternoon,weekday
Farm House,03-11-2016 16:42,afternoon,weekday
Tea,03-11-2016 17:15,evening,weekday
Coffee,03-11-2016 17:25,evening,weekday
Focaccia,03-11-2016 17:29,evening,weekday
Farm House,03-11-2016 17:29,evening,weekday
Dulce de Leche,03-11-2016 17:32,evening,weekday
Juice,03-11-2016 17:40,evening,weekday
My-5 Fruit Shoot,03-11-2016 17:40,evening,weekday
Ella's Kitchen Pouches,03-11-2016 17:40,evening,weekday
Cookies,03-11-2016 17:40,evening,weekday
Bread,03-11-2016 17:45,evening,weekday
Hot chocolate,03-11-2016 18:07,evening,weekday
Coffee,03-11-2016 18:08,evening,weekday
Coffee,03-11-2016 18:51,evening,weekday
Coffee,03-11-2016 19:00,evening,weekday
Medialuna,04-11-2016 07:32,morning,weekday
Bread,04-11-2016 08:34,morning,weekday
Tea,04-11-2016 08:34,morning,weekday
Jam,04-11-2016 08:34,morning,weekday
Farm House,04-11-2016 08:36,morning,weekday
Bread,04-11-2016 08:40,morning,weekday
Coffee,04-11-2016 08:45,morning,weekday
Medialuna,04-11-2016 08:53,morning,weekday
Coffee,04-11-2016 08:53,morning,weekday
Bread,04-11-2016 09:02,morning,weekday
Medialuna,04-11-2016 09:05,morning,weekday
Pastry,04-11-2016 09:05,morning,weekday
Medialuna,04-11-2016 09:05,morning,weekday
Coffee,04-11-2016 09:07,morning,weekday
Coffee,04-11-2016 09:07,morning,weekday
Jam,04-11-2016 09:07,morning,weekday
Bread,04-11-2016 09:08,morning,weekday
Coffee,04-11-2016 09:08,morning,weekday
Coffee,04-11-2016 09:09,morning,weekday
Coffee,04-11-2016 09:09,morning,weekday
Bread,04-11-2016 09:11,morning,weekday
Hot chocolate,04-11-2016 09:13,morning,weekday
Bread,04-11-2016 09:14,morning,weekday
Medialuna,04-11-2016 09:14,morning,weekday
Bread,04-11-2016 09:22,morning,weekday
Jam,04-11-2016 09:22,morning,weekday
Jam,04-11-2016 09:23,morning,weekday
Bread,04-11-2016 09:23,morning,weekday
Coffee,04-11-2016 09:24,morning,weekday
Bread,04-11-2016 09:24,morning,weekday
Bread,04-11-2016 09:29,morning,weekday
Farm House,04-11-2016 09:29,morning,weekday
Bread,04-11-2016 09:30,morning,weekday
Coffee,04-11-2016 09:30,morning,weekday
Coffee,04-11-2016 09:30,morning,weekday
Tea,04-11-2016 09:38,morning,weekday
Pastry,04-11-2016 09:38,morning,weekday
Coffee,04-11-2016 09:40,morning,weekday
Coffee,04-11-2016 09:40,morning,weekday
Bread,04-11-2016 09:52,morning,weekday
Pastry,04-11-2016 09:55,morning,weekday
Brownie,04-11-2016 09:55,morning,weekday
Farm House,04-11-2016 10:01,morning,weekday
Coffee,04-11-2016 10:01,morning,weekday
Tea,04-11-2016 10:10,morning,weekday
Coffee,04-11-2016 10:10,morning,weekday
Honey,04-11-2016 10:10,morning,weekday
Cookies,04-11-2016 10:10,morning,weekday
Tea,04-11-2016 10:14,morning,weekday
Bread,04-11-2016 10:24,morning,weekday
Brownie,04-11-2016 10:25,morning,weekday
Bread,04-11-2016 10:35,morning,weekday
Coffee,04-11-2016 10:35,morning,weekday
Bread,04-11-2016 10:36,morning,weekday
Coffee,04-11-2016 10:41,morning,weekday
Tea,04-11-2016 10:48,morning,weekday
Tea,04-11-2016 10:48,morning,weekday
Tea,04-11-2016 10:51,morning,weekday
Coffee,04-11-2016 10:54,morning,weekday
Coffee,04-11-2016 10:54,morning,weekday
Bread,04-11-2016 11:00,morning,weekday
Coffee,04-11-2016 11:00,morning,weekday
Bread,04-11-2016 11:06,morning,weekday
Bread,04-11-2016 11:06,morning,weekday
Bread,04-11-2016 11:10,morning,weekday
The BART,04-11-2016 11:10,morning,weekday
Coffee,04-11-2016 11:12,morning,weekday
Brownie,04-11-2016 11:12,morning,weekday
Coffee,04-11-2016 11:13,morning,weekday
Coffee,04-11-2016 11:17,morning,weekday
Brownie,04-11-2016 11:17,morning,weekday
Mineral water,04-11-2016 11:25,morning,weekday
Coffee,04-11-2016 11:25,morning,weekday
Coffee,04-11-2016 11:25,morning,weekday
Tartine,04-11-2016 11:25,morning,weekday
Brownie,04-11-2016 11:33,morning,weekday
Coffee,04-11-2016 11:33,morning,weekday
Brownie,04-11-2016 11:36,morning,weekday
Juice,04-11-2016 11:36,morning,weekday
Coffee,04-11-2016 11:42,morning,weekday
Coffee,04-11-2016 11:42,morning,weekday
Bread,04-11-2016 11:42,morning,weekday
Tea,04-11-2016 11:42,morning,weekday
Alfajores,04-11-2016 11:42,morning,weekday
Medialuna,04-11-2016 11:42,morning,weekday
Pastry,04-11-2016 11:42,morning,weekday
Jam,04-11-2016 11:42,morning,weekday
Bread,04-11-2016 12:09,afternoon,weekday
Fudge,04-11-2016 12:13,afternoon,weekday
Fudge,04-11-2016 12:13,afternoon,weekday
Coffee,04-11-2016 12:17,afternoon,weekday
Pick and Mix Bowls,04-11-2016 12:17,afternoon,weekday
Pastry,04-11-2016 12:34,afternoon,weekday
Bread,04-11-2016 12:34,afternoon,weekday
Soup,04-11-2016 12:45,afternoon,weekday
Scandinavian,04-11-2016 12:45,afternoon,weekday
Coffee,04-11-2016 12:45,afternoon,weekday
Mineral water,04-11-2016 12:45,afternoon,weekday
Juice,04-11-2016 12:51,afternoon,weekday
Mineral water,04-11-2016 12:51,afternoon,weekday
Sandwich,04-11-2016 12:51,afternoon,weekday
Pick and Mix Bowls,04-11-2016 12:51,afternoon,weekday
Bread,04-11-2016 12:54,afternoon,weekday
Pastry,04-11-2016 12:54,afternoon,weekday
Bread,04-11-2016 12:54,afternoon,weekday
Hearty & Seasonal,04-11-2016 12:56,afternoon,weekday
Hearty & Seasonal,04-11-2016 12:56,afternoon,weekday
Coffee,04-11-2016 12:56,afternoon,weekday
Coffee,04-11-2016 12:56,afternoon,weekday
Bread,04-11-2016 13:01,afternoon,weekday
Hearty & Seasonal,04-11-2016 13:01,afternoon,weekday
Coffee,04-11-2016 13:01,afternoon,weekday
Mineral water,04-11-2016 13:01,afternoon,weekday
Coffee,04-11-2016 13:04,afternoon,weekday
Tartine,04-11-2016 13:04,afternoon,weekday
Sandwich,04-11-2016 13:04,afternoon,weekday
Brownie,04-11-2016 13:04,afternoon,weekday
Coffee,04-11-2016 13:15,afternoon,weekday
Brownie,04-11-2016 13:15,afternoon,weekday
Alfajores,04-11-2016 13:39,afternoon,weekday
Coffee,04-11-2016 13:39,afternoon,weekday
Tartine,04-11-2016 13:39,afternoon,weekday
Mighty Protein,04-11-2016 13:55,afternoon,weekday
Coffee,04-11-2016 13:55,afternoon,weekday
Coffee,04-11-2016 14:04,afternoon,weekday
Hot chocolate,04-11-2016 14:04,afternoon,weekday
Soup,04-11-2016 14:16,afternoon,weekday
Jam,04-11-2016 14:16,afternoon,weekday
Coffee,04-11-2016 14:16,afternoon,weekday
Coffee,04-11-2016 14:16,afternoon,weekday
Mineral water,04-11-2016 14:17,afternoon,weekday
Brownie,04-11-2016 14:17,afternoon,weekday
Scandinavian,04-11-2016 14:24,afternoon,weekday
Coffee,04-11-2016 14:24,afternoon,weekday
Scandinavian,04-11-2016 14:30,afternoon,weekday
Coffee,04-11-2016 14:30,afternoon,weekday
Coffee,04-11-2016 14:49,afternoon,weekday
Coffee,04-11-2016 14:49,afternoon,weekday
Coffee,04-11-2016 14:51,afternoon,weekday
Coffee,04-11-2016 14:51,afternoon,weekday
Hot chocolate,04-11-2016 14:51,afternoon,weekday
Brownie,04-11-2016 14:51,afternoon,weekday
Hearty & Seasonal,04-11-2016 14:51,afternoon,weekday
Tea,04-11-2016 15:18,afternoon,weekday
Cake,04-11-2016 15:18,afternoon,weekday
Medialuna,04-11-2016 15:20,afternoon,weekday
Alfajores,04-11-2016 15:31,afternoon,weekday
Tea,04-11-2016 15:31,afternoon,weekday
Coffee,04-11-2016 15:31,afternoon,weekday
Coffee,04-11-2016 15:35,afternoon,weekday
Juice,04-11-2016 15:35,afternoon,weekday
Brownie,04-11-2016 15:35,afternoon,weekday
Alfajores,04-11-2016 15:35,afternoon,weekday
Coffee,04-11-2016 15:35,afternoon,weekday
Sandwich,04-11-2016 15:35,afternoon,weekday
Bread,04-11-2016 15:36,afternoon,weekday
Soup,04-11-2016 15:36,afternoon,weekday
Soup,04-11-2016 15:37,afternoon,weekday
Bread,04-11-2016 15:37,afternoon,weekday
Bread,04-11-2016 15:38,afternoon,weekday
Tea,04-11-2016 15:39,afternoon,weekday
Brownie,04-11-2016 15:39,afternoon,weekday
Cookies,04-11-2016 15:39,afternoon,weekday
Coffee,04-11-2016 15:41,afternoon,weekday
Bread,04-11-2016 15:41,afternoon,weekday
Brownie,04-11-2016 15:41,afternoon,weekday
Brownie,04-11-2016 15:51,afternoon,weekday
Cookies,04-11-2016 15:57,afternoon,weekday
Bread,04-11-2016 15:57,afternoon,weekday
Jam,04-11-2016 15:57,afternoon,weekday
Coffee,04-11-2016 16:04,afternoon,weekday
Tea,04-11-2016 16:14,afternoon,weekday
Brownie,04-11-2016 16:14,afternoon,weekday
Tea,04-11-2016 16:14,afternoon,weekday
Alfajores,04-11-2016 16:56,afternoon,weekday
Medialuna,04-11-2016 16:56,afternoon,weekday
Scandinavian,04-11-2016 16:56,afternoon,weekday
Hot chocolate,04-11-2016 17:52,evening,weekday
