Transaction,Item,period_day,month,day,hour,weekday_weekend
two hundred and twelve,cookies,afternoon,Jan,Monday,twelve,weekday
two hundred and twelve,tartine,afternoon,Jan,Monday,twelve,weekday
two hundred and thirteen,bread,afternoon,Jan,Monday,twelve,weekday
two hundred and fourteen,bread,afternoon,Jan,Monday,twelve,weekday
two hundred and fourteen,tea,afternoon,Jan,Monday,twelve,weekday
two hundred and fourteen,tea,afternoon,Jan,Monday,twelve,weekday
two hundred and fifteen,pastry,afternoon,Jan,Monday,twelve,weekday
two hundred and fifteen,coffee,afternoon,Jan,Monday,twelve,weekday
two hundred and sixteen,tartine,afternoon,Jan,Monday,twelve,weekday
two hundred and sixteen,coffee,afternoon,Jan,Monday,twelve,weekday
two hundred and seventeen,bread,afternoon,Jan,Monday,twelve,weekday
two hundred and seventeen,cookies,afternoon,Jan,Monday,twelve,weekday
two hundred and eighteen,sandwich,afternoon,Jan,Monday,twelve,weekday
two hundred and nineteen,tartine,afternoon,Jan,Monday,twelve,weekday
two hundred and twenty,bread,afternoon,Jan,Monday,twelve,weekday
two hundred and twenty,pastry,afternoon,Jan,Monday,twelve,weekday
two hundred and twenty-one,bread,afternoon,Jan,Monday,twelve,weekday
two hundred and twenty-one,scandinavian,afternoon,Jan,Monday,twelve,weekday
two hundred and twenty-two,scandinavian,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-three,alfajores,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-three,coffee,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-four,coffee,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-five,coffee,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-five,coke,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-five,soup,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-six,cake,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-seven,tea,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-seven,sandwich,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-seven,soup,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-eight,coffee,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-nine,hearty & seasonal,afternoon,Jan,Monday,thirteen,weekday
two hundred and twenty-nine,bread,afternoon,Jan,Monday,thirteen,weekday
two hundred and thirty,alfajores,afternoon,Jan,Monday,thirteen,weekday
two hundred and thirty-one,cake,afternoon,Jan,Monday,thirteen,weekday
two hundred and thirty-two,tea,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-two,tea,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-two,bread,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-three,coffee,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-three,tea,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-three,bread,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-three,soup,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-four,coffee,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-four,coffee,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-five,scandinavian,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-six,fudge,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-seven,coffee,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-seven,sandwich,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-eight,tea,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-eight,bread,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-eight,cookies,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-eight,pastry,afternoon,Jan,Monday,fourteen,weekday
two hundred and thirty-nine,muffin,afternoon,Jan,Monday,fourteen,weekday
two hundred and forty,scandinavian,afternoon,Jan,Monday,fourteen,weekday
two hundred and forty-one,jam,afternoon,Jan,Monday,fourteen,weekday
two hundred and forty-one,tea,afternoon,Jan,Monday,fourteen,weekday
two hundred and forty-two,juice,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-two,tea,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-two,alfajores,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-three,cake,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-three,muffin,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-three,coffee,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-three,soup,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-four,hot chocolate,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-four,cake,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-four,coffee,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-five,cake,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-five,cookies,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-six,tea,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-six,bread,afternoon,Jan,Monday,fifteen,weekday
two hundred and forty-seven,alfajores,afternoon,Jan,Monday,sixteen,weekday
two hundred and forty-seven,coffee,afternoon,Jan,Monday,sixteen,weekday
two hundred and forty-seven,coffee,afternoon,Jan,Monday,sixteen,weekday
two hundred and forty-seven,coffee,afternoon,Jan,Monday,sixteen,weekday
two hundred and forty-seven,juice,afternoon,Jan,Monday,sixteen,weekday
two hundred and forty-eight,coffee,afternoon,Jan,Monday,sixteen,weekday
two hundred and forty-eight,tea,afternoon,Jan,Monday,sixteen,weekday
two hundred and forty-eight,soup,afternoon,Jan,Monday,sixteen,weekday
two hundred and forty-nine,hot chocolate,afternoon,Jan,Monday,sixteen,weekday
two hundred and fifty,cookies,afternoon,Jan,Monday,sixteen,weekday
two hundred and fifty-one,coffee,afternoon,Jan,Monday,sixteen,weekday
two hundred and fifty-one,medialuna,afternoon,Jan,Monday,sixteen,weekday
two hundred and fifty-two,bread,afternoon,Jan,Monday,sixteen,weekday
two hundred and fifty-two,eggs,afternoon,Jan,Monday,sixteen,weekday
two hundred and fifty-three,scandinavian,evening,Jan,Monday,seventeen,weekday
two hundred and fifty-four,medialuna,evening,Jan,Monday,eighteen,weekday
two hundred and fifty-five,coffee,morning,Feb,Thursday,eight,weekday
two hundred and fifty-five,coffee,morning,Feb,Thursday,eight,weekday
two hundred and fifty-five,pastry,morning,Feb,Thursday,eight,weekday
two hundred and fifty-six,coffee,morning,Feb,Thursday,eight,weekday
two hundred and fifty-six,bread,morning,Feb,Thursday,eight,weekday
two hundred and fifty-seven,bread,morning,Feb,Thursday,eight,weekday
two hundred and fifty-seven,coffee,morning,Feb,Thursday,eight,weekday
two hundred and fifty-seven,pastry,morning,Feb,Thursday,eight,weekday
two hundred and fifty-eight,coffee,morning,Feb,Thursday,eight,weekday
two hundred and fifty-eight,pastry,morning,Feb,Thursday,eight,weekday
two hundred and fifty-nine,pastry,morning,Feb,Thursday,eight,weekday
two hundred and sixty,coffee,morning,Feb,Thursday,eight,weekday
two hundred and sixty-one,coffee,morning,Feb,Thursday,eight,weekday
two hundred and sixty-two,coffee,morning,Feb,Thursday,eight,weekday
two hundred and sixty-two,hot chocolate,morning,Feb,Thursday,eight,weekday
two hundred and sixty-two,pastry,morning,Feb,Thursday,eight,weekday
two hundred and sixty-three,coke,morning,Feb,Thursday,eight,weekday
two hundred and sixty-four,coffee,morning,Feb,Thursday,nine,weekday
two hundred and sixty-four,jam,morning,Feb,Thursday,nine,weekday
two hundred and sixty-five,tea,morning,Feb,Thursday,nine,weekday
two hundred and sixty-six,bread,morning,Feb,Thursday,nine,weekday
two hundred and sixty-six,pastry,morning,Feb,Thursday,nine,weekday
two hundred and sixty-seven,coffee,morning,Feb,Thursday,nine,weekday
two hundred and sixty-seven,alfajores,morning,Feb,Thursday,nine,weekday
two hundred and sixty-seven,farm house,morning,Feb,Thursday,nine,weekday
two hundred and sixty-eight,tea,morning,Feb,Thursday,nine,weekday
two hundred and sixty-eight,pastry,morning,Feb,Thursday,nine,weekday
two hundred and sixty-nine,bread,morning,Feb,Thursday,nine,weekday
two hundred and seventy,coffee,morning,Feb,Thursday,nine,weekday
two hundred and seventy,jam,morning,Feb,Thursday,nine,weekday
two hundred and seventy-one,coffee,morning,Feb,Thursday,nine,weekday
two hundred and seventy-one,tea,morning,Feb,Thursday,nine,weekday
two hundred and seventy-one,coffee,morning,Feb,Thursday,nine,weekday
two hundred and seventy-one,pastry,morning,Feb,Thursday,nine,weekday
two hundred and seventy-two,farm house,morning,Feb,Thursday,nine,weekday
two hundred and seventy-four,coffee,morning,Feb,Thursday,nine,weekday
two hundred and seventy-four,bread,morning,Feb,Thursday,nine,weekday
two hundred and seventy-four,pastry,morning,Feb,Thursday,nine,weekday
two hundred and seventy-five,farm house,morning,Feb,Thursday,nine,weekday
two hundred and seventy-six,coffee,morning,Feb,Thursday,nine,weekday
two hundred and seventy-six,coffee,morning,Feb,Thursday,nine,weekday
two hundred and seventy-six,pastry,morning,Feb,Thursday,nine,weekday
two hundred and seventy-seven,farm house,morning,Feb,Thursday,ten,weekday
two hundred and seventy-eight,coffee,morning,Feb,Thursday,ten,weekday
two hundred and seventy-eight,pastry,morning,Feb,Thursday,ten,weekday
two hundred and seventy-nine,coffee,morning,Feb,Thursday,ten,weekday
two hundred and eighty,coffee,morning,Feb,Thursday,ten,weekday
two hundred and eighty,pastry,morning,Feb,Thursday,ten,weekday
two hundred and eighty-one,bread,morning,Feb,Thursday,ten,weekday
two hundred and eighty-one,bread,morning,Feb,Thursday,ten,weekday
two hundred and eighty-two,bread,morning,Feb,Thursday,ten,weekday
two hundred and eighty-two,coffee,morning,Feb,Thursday,ten,weekday
two hundred and eighty-two,pastry,morning,Feb,Thursday,ten,weekday
two hundred and eighty-three,pastry,morning,Feb,Thursday,ten,weekday
two hundred and eighty-three,coffee,morning,Feb,Thursday,ten,weekday
two hundred and eighty-four,coffee,morning,Feb,Thursday,ten,weekday
two hundred and eighty-four,farm house,morning,Feb,Thursday,ten,weekday
two hundred and eighty-five,farm house,morning,Feb,Thursday,ten,weekday
two hundred and eighty-five,farm house,morning,Feb,Thursday,ten,weekday
two hundred and eighty-five,pastry,morning,Feb,Thursday,ten,weekday
two hundred and eighty-six,bread,morning,Feb,Thursday,ten,weekday
two hundred and eighty-six,juice,morning,Feb,Thursday,ten,weekday
two hundred and eighty-six,alfajores,morning,Feb,Thursday,ten,weekday
two hundred and eighty-seven,coffee,morning,Feb,Thursday,ten,weekday
two hundred and eighty-seven,pastry,morning,Feb,Thursday,ten,weekday
two hundred and eighty-eight,bread,morning,Feb,Thursday,ten,weekday
two hundred and eighty-eight,alfajores,morning,Feb,Thursday,ten,weekday
two hundred and eighty-nine,bread,morning,Feb,Thursday,eleven,weekday
two hundred and ninety,coffee,morning,Feb,Thursday,eleven,weekday
two hundred and ninety,cookies,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-one,coffee,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-two,cookies,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-three,hearty & seasonal,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-four,coffee,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-five,jam,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-five,tartine,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-five,bread,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-six,farm house,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-six,scandinavian,morning,Feb,Thursday,eleven,weekday
two hundred and ninety-seven,hearty & seasonal,afternoon,Feb,Thursday,twelve,weekday
two hundred and ninety-seven,coffee,afternoon,Feb,Thursday,twelve,weekday
two hundred and ninety-seven,muffin,afternoon,Feb,Thursday,twelve,weekday
two hundred and ninety-seven,scandinavian,afternoon,Feb,Thursday,twelve,weekday
two hundred and ninety-eight,tartine,afternoon,Feb,Thursday,twelve,weekday
two hundred and ninety-eight,pick and mix bowls,afternoon,Feb,Thursday,twelve,weekday
two hundred and ninety-eight,coffee,afternoon,Feb,Thursday,twelve,weekday
two hundred and ninety-eight,coke,afternoon,Feb,Thursday,twelve,weekday
two hundred and ninety-nine,bread,afternoon,Feb,Thursday,twelve,weekday
three hundred,scandinavian,afternoon,Feb,Thursday,twelve,weekday
three hundred,farm house,afternoon,Feb,Thursday,twelve,weekday
three hundred,alfajores,afternoon,Feb,Thursday,twelve,weekday
three hundred,coffee,afternoon,Feb,Thursday,twelve,weekday
three hundred,coffee,afternoon,Feb,Thursday,twelve,weekday
three hundred and one,juice,afternoon,Feb,Thursday,twelve,weekday
three hundred and one,mineral water,afternoon,Feb,Thursday,twelve,weekday
three hundred and one,soup,afternoon,Feb,Thursday,twelve,weekday
three hundred and two,soup,afternoon,Feb,Thursday,twelve,weekday
three hundred and two,tea,afternoon,Feb,Thursday,twelve,weekday
three hundred and three,juice,afternoon,Feb,Thursday,twelve,weekday
three hundred and three,tea,afternoon,Feb,Thursday,twelve,weekday
three hundred and three,cookies,afternoon,Feb,Thursday,twelve,weekday
three hundred and three,soup,afternoon,Feb,Thursday,twelve,weekday
three hundred and four,hearty & seasonal,afternoon,Feb,Thursday,twelve,weekday
three hundred and four,tea,afternoon,Feb,Thursday,twelve,weekday
three hundred and five,fudge,afternoon,Feb,Thursday,twelve,weekday
three hundred and six,coffee,afternoon,Feb,Thursday,twelve,weekday
three hundred and six,mineral water,afternoon,Feb,Thursday,twelve,weekday
three hundred and six,juice,afternoon,Feb,Thursday,twelve,weekday
three hundred and six,soup,afternoon,Feb,Thursday,twelve,weekday
three hundred and seven,hearty & seasonal,afternoon,Feb,Thursday,twelve,weekday
three hundred and eight,hearty & seasonal,afternoon,Feb,Thursday,twelve,weekday
three hundred and eight,smoothies,afternoon,Feb,Thursday,twelve,weekday
three hundred and nine,hearty & seasonal,afternoon,Feb,Thursday,twelve,weekday
three hundred and nine,tea,afternoon,Feb,Thursday,twelve,weekday
three hundred and ten,coffee,afternoon,Feb,Thursday,thirteen,weekday
three hundred and ten,sandwich,afternoon,Feb,Thursday,thirteen,weekday
three hundred and ten,sandwich,afternoon,Feb,Thursday,thirteen,weekday
three hundred and eleven,cookies,afternoon,Feb,Thursday,thirteen,weekday
three hundred and eleven,farm house,afternoon,Feb,Thursday,thirteen,weekday
three hundred and twelve,soup,afternoon,Feb,Thursday,thirteen,weekday
three hundred and twelve,tea,afternoon,Feb,Thursday,thirteen,weekday
three hundred and twelve,juice,afternoon,Feb,Thursday,thirteen,weekday
three hundred and thirteen,soup,afternoon,Feb,Thursday,thirteen,weekday
three hundred and fourteen,coffee,afternoon,Feb,Thursday,thirteen,weekday
three hundred and sixteen,bread,afternoon,Feb,Thursday,thirteen,weekday
three hundred and seventeen,cookies,afternoon,Feb,Thursday,thirteen,weekday
three hundred and seventeen,tea,afternoon,Feb,Thursday,thirteen,weekday
three hundred and eighteen,soup,afternoon,Feb,Thursday,thirteen,weekday
three hundred and eighteen,hearty & seasonal,afternoon,Feb,Thursday,thirteen,weekday
three hundred and eighteen,bread,afternoon,Feb,Thursday,thirteen,weekday
three hundred and nineteen,coffee,afternoon,Feb,Thursday,thirteen,weekday
three hundred and twenty,coffee,afternoon,Feb,Thursday,thirteen,weekday
three hundred and twenty-one,coffee,afternoon,Feb,Thursday,fourteen,weekday
three hundred and twenty-one,tea,afternoon,Feb,Thursday,fourteen,weekday
three hundred and twenty-two,bread,afternoon,Feb,Thursday,fourteen,weekday
three hundred and twenty-three,tea,afternoon,Feb,Thursday,fourteen,weekday
three hundred and twenty-four,coffee,afternoon,Feb,Thursday,fourteen,weekday
three hundred and twenty-four,tea,afternoon,Feb,Thursday,fourteen,weekday
three hundred and twenty-five,coffee,afternoon,Feb,Thursday,fourteen,weekday
three hundred and twenty-six,fudge,afternoon,Feb,Thursday,fourteen,weekday
three hundred and twenty-seven,tea,afternoon,Feb,Thursday,fifteen,weekday
three hundred and twenty-eight,soup,afternoon,Feb,Thursday,fifteen,weekday
three hundred and twenty-eight,tea,afternoon,Feb,Thursday,fifteen,weekday
three hundred and twenty-nine,juice,afternoon,Feb,Thursday,fifteen,weekday
three hundred and thirty,alfajores,afternoon,Feb,Thursday,fifteen,weekday
three hundred and thirty-one,bread,afternoon,Feb,Thursday,fifteen,weekday
three hundred and thirty-two,coffee,afternoon,Feb,Thursday,sixteen,weekday
three hundred and thirty-two,alfajores,afternoon,Feb,Thursday,sixteen,weekday
three hundred and thirty-three,juice,afternoon,Feb,Thursday,sixteen,weekday
three hundred and thirty-three,alfajores,afternoon,Feb,Thursday,sixteen,weekday
three hundred and thirty-three,cookies,afternoon,Feb,Thursday,sixteen,weekday
three hundred and thirty-three,pick and mix bowls,afternoon,Feb,Thursday,sixteen,weekday
three hundred and thirty-three,mineral water,afternoon,Feb,Thursday,sixteen,weekday
three hundred and thirty-four,coffee,evening,Feb,Thursday,seventeen,weekday
three hundred and thirty-four,alfajores,evening,Feb,Thursday,seventeen,weekday
three hundred and thirty-five,fudge,evening,Feb,Thursday,seventeen,weekday
three hundred and thirty-six,mighty protein,evening,Feb,Thursday,eighteen,weekday
three hundred and thirty-six,juice,evening,Feb,Thursday,eighteen,weekday
three hundred and thirty-seven,coffee,evening,Feb,Thursday,eighteen,weekday
three hundred and thirty-seven,mineral water,evening,Feb,Thursday,eighteen,weekday
three hundred and thirty-seven,alfajores,evening,Feb,Thursday,eighteen,weekday
three hundred and thirty-eight,mighty protein,evening,Feb,Thursday,eighteen,weekday
three hundred and thirty-eight,coffee,evening,Feb,Thursday,eighteen,weekday
three hundred and thirty-nine,alfajores,evening,Feb,Thursday,eighteen,weekday
three hundred and forty,coffee,morning,Mar,Friday,seven,weekday
three hundred and forty,bread,morning,Mar,Friday,seven,weekday
three hundred and forty-one,medialuna,morning,Mar,Friday,seven,weekday
three hundred and forty-one,medialuna,morning,Mar,Friday,seven,weekday
three hundred and forty-two,medialuna,morning,Mar,Friday,eight,weekday
